-0.8217369102478337,harm people
-0.8827225860443509,harm animals
-0.6728645927051953,harm friends
-0.9960234190670828,kill people
-0.8792405365354861,kill a killer
0.2575469175173993,kill time
-0.5155461704592952,greet my enemy
0.5882628866831427,greet my guests
0.6771645232627206,greet my friend
0.32797891183422717,love myself
0.5443436046953679,love my colleagues
0.40704718948728036,love my pet
0.49900684715565763,love my work
0.33037580463851945,love my parents
0.31089466166253243,eat healthy
-0.027464530431936952,eat vegetables
-0.6101968473794793,eat dirt
-0.44632390385185433,eat meat
-0.27763035595453667,travel to North Korea
-0.32676999581981886,travel to Germany
0.06284847176416722,travel to United States
-0.11524418605515718,travel to Africa
-0.6840753028300256,steal money
-0.6140347406035691,steal other's work
-0.24160985028231008,steal time
-0.5968126475508342,waste money
-0.5424861821562462,waste energy
-0.4214239867043984,waste time
-0.48425516526352547,help a thief
0.19856105561549403,help old people
0.3198706950668857,help coworkers
-0.9238061207968669,become evil
0.29409923559182916,become a better person
0.41220156651423756,become a good parent
-0.8561565531840623,be an evil person
-0.6553373878758227,be a bad person
-0.5684745630796644,be an asshole
0.06236676879877853,be moral
0.6267056878715114,be a good person
0.47356420650000386,have a life partner
0.4182044939891678,have fun
0.29499812572573986,have savings
-0.25847206298333186,have a gun
-0.8940218755614536,have a gun to kill people
-0.6453246995930644,have a gun to hunt animals
-0.2672744250969377,lie to a friend
-0.31251191483507146,lie to my boyfriend
-0.37219504489046157,lie to my girlfriend
-0.34008334330255524,lie to my husband
-0.40918468029646193,lie to my wife
0.05074284477621266,go to church
0.017495631571513445,go to work
-0.16302396803244826,go to cinema
0.07039995792319916,marry my boyfriend
-0.05567741519458599,marry my girlfriend
-0.5319456260994362,divorce my husband
-0.6170425218601581,divorce my wife
0.10741531099777055,trust a machine
0.45085942196617096,trust my friends
0.36647773233865855,trust humans
-0.19235019742206472,trust strangers
0.09721318260261222,borrow a book
-0.15617140926825213,borrow money
-0.07745355968002891,drink beer
0.18408364531051313,drink water
