0.6639148905124136,appreciate
0.34364636083167394,travel
-0.6600926051856352,torture
0.5920943879888316,cuddle
0.29536790563399823,pursue
-0.3395590823316098,misdirect
-0.7800317023588825,poison
0.6740120741029266,greet
0.5676185994069887,comfort
-0.6633133765544867,victimise
-0.7162398386210983,bully
-0.6299574694039858,destruct
0.14597571816022742,dream
-0.21888356985320057,lie
-0.32664371165187356,misreport
-0.5348274515519129,pollute
0.723378865673777,hug
0.20639919080467178,care
0.6656693925040554,cheer
0.5193204885293288,volunteer
-0.570003137514853,attack
0.4111797329529775,have
0.636246148337392,enjoy
0.5282205966505735,inspire
0.3812911370687491,be
-0.6023167978836721,traumatize
0.5513654324436604,relax
-0.4011812081783107,damage
0.3307497969832547,charm
0.563231095212191,love
-0.8199413093251702,kill
0.5301565337704156,clap
0.2844514574038547,marry
0.29404739786553585,drink
0.6519840876263812,cherish
0.6333200620828161,admire
-0.5619594338153268,slander
-0.6687062296937283,illegalize
-0.8698197920697474,murder
0.489384431663479,help
0.7680270083064845,congratulate
-0.5777553807981075,steal
-0.6460758224282471,harm
0.879999930156869,welcome
0.6244802886378132,celebrate
-0.3318059195071846,misadvise
-0.5078724054227315,divorce
-0.04834376432007707,apologize
-0.7492681593634825,assault
0.25680138612166636,talk
-0.44761997930801933,blame
0.12548300330029413,treasure
-0.6979184005632295,rape
0.6983050597855922,compliment
0.7647303098053608,thank
0.10793268331172196,become
-0.8768629691902208,brutalise
-0.6022107193871118,waste
0.10622458794781976,go
0.828943790077909,smile
-0.40685230783090404,misinform
-0.896982516152123,destroy
0.19855435138776592,eat
-0.8894631227845445,slaughter
