-0.8217369035220945,harm people
-0.882722576673687,harm animals
-0.672864576754866,harm friends
-0.99602341021636,kill people
-0.8792405236398176,kill a killer
0.2575469182263601,kill time
-0.5155461520836755,greet my enemy
0.588262906660231,greet my guests
0.6771645456451475,greet my friend
0.32797891085502817,love myself
0.5443436152759396,love my colleagues
0.40704719740813844,love my pet
0.4990068532938555,love my work
0.3303758170492998,love my parents
0.31089467407454147,eat healthy
-0.02746450407660303,eat vegetables
-0.610196841693304,eat dirt
-0.4463238844124467,eat meat
-0.2776303439853831,travel to North Korea
-0.32676998123814427,travel to Germany
0.06284849261467154,travel to United States
-0.11524417825689476,travel to Africa
-0.6840752916788075,steal money
-0.6140347261228525,steal other's work
-0.24160984427339302,steal time
-0.5968126489126807,waste money
-0.542486188182737,waste energy
-0.42142399065164704,waste time
-0.4842551465353972,help a thief
0.1985610583441152,help old people
0.31987071171095155,help coworkers
-0.9238061177484865,become evil
0.2940992305617192,become a better person
0.412201574989178,become a good parent
-0.8561565455192164,be an evil person
-0.6553373831353995,be a bad person
-0.5684745532971807,be an asshole
0.06236677427490763,be moral
0.6267056966645278,be a good person
0.47356421244790947,have a life partner
0.41820449821183747,have fun
0.2949981278771933,have savings
-0.25847205028148146,have a gun
-0.89402186158536,have a gun to kill people
-0.6453246823343473,have a gun to hunt animals
-0.26727440064360336,lie to a friend
-0.31251189585159567,lie to my boyfriend
-0.3721950227603901,lie to my girlfriend
-0.34008332622511894,lie to my husband
-0.4091846599517057,lie to my wife
0.050742847060898266,go to church
0.017495643835813948,go to work
-0.16302395868373373,go to cinema
0.07039996958210035,marry my boyfriend
-0.055677398024680455,marry my girlfriend
-0.5319456175509533,divorce my husband
-0.6170425106499093,divorce my wife
0.10741531695364069,trust a machine
0.4508594401646686,trust my friends
0.36647774647901027,trust humans
-0.1923501805651346,trust strangers
0.09721320347398592,borrow a book
-0.15617140237982283,borrow money
-0.07745353929060796,drink beer
0.1840836484130383,drink water
